"ID","CUSTRECORD_COUPA_ACC_DEPT_INCLUDE","EXTERNALID","FULLNAME","INCLUDECHILDREN","ISINACTIVE","LASTMODIFIEDDATE","NAME","PARENT","SUBSIDIARY","_FIVETRAN_DELETED","DATE_DELETED","_FIVETRAN_SYNCED","CUSTRECORD_FINANCIAL_STATEMENT_LINE_ITEM","CUSTRECORD_FINANCE_BUSINESS_PARTNER"
"414","T","GTM_Product_Experiences_cch","Product : GTM Product Experiences","F","F","2023-03-30 16:50:24.000 +0000","GTM Product Experiences","14","1, 27, 28, 29, 45, 46, 47, 51",false,,"2023-03-30 20:48:13.218 +0000","42","2913745"
"418","T","Ops Excellence - Merchant_CCh","Operations : Ops Excellence - Merchant","F","F","2023-03-30 16:49:12.000 +0000","Ops Excellence - Merchant","1","1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","39","7556962"
"420","T","Resolutions_cch","Operations : Resolutions","F","F","2023-03-30 16:49:14.000 +0000","Resolutions","1","1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","39","7556962"
"102","T","Strategic_Initiatives_cch","Revenue : Strategic Initiatives","F","F","2023-03-30 16:51:02.000 +0000","Strategic Initiatives","17","1, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"97","T","Revenue__US_Sales","Revenue : US Sales","F","F","2023-03-30 16:51:06.000 +0000","US Sales","17","1, 27, 28, 29, 38, 54",false,,"2023-03-30 20:48:13.218 +0000","41","7553811"
"6","F","People","People","F","F","2023-03-30 16:49:15.000 +0000","People",,"1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.218 +0000","12","7566407"
"7","F","Risk","Risk","F","F","2023-03-30 16:51:39.000 +0000","Risk",,"1, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.218 +0000","12","4557930"
"14","F","Product_CCH","Product","F","F","2023-03-30 16:50:22.000 +0000","Product",,"1, 27, 28, 29, 45, 46, 47, 51",false,,"2023-03-30 20:48:13.218 +0000","12","2913745"
"17","F","Revenue","Revenue","F","F","2023-03-30 16:50:42.000 +0000","Revenue",,"1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","12","7553811"
"24","T","Strategic_Partnerships","Revenue : Strategic Partnerships","F","F","2023-03-30 16:51:04.000 +0000","Strategic Partnerships","17","1, 27, 28, 29, 38, 45",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"45","T","People_Success_&_Partners","People : People Success & Partners","F","F","2023-03-30 16:49:48.000 +0000","People Success & Partners","6","1, 27, 28, 29, 38, 51, 54",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"71","T","Revenue_Ops_&_Analytics","Revenue : Revenue Ops & Analytics","F","F","2023-03-30 16:50:50.000 +0000","Revenue Ops & Analytics","17","1, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"72","T","Credit,_Merch_Risk,_Fraud","Risk : Credit, Merch Risk, Fraud","F","F","2023-03-30 16:51:39.000 +0000","Credit, Merch Risk, Fraud","7","1, 27, 28, 38, 43, 54",false,,"2023-03-30 20:48:13.218 +0000","42","4557930"
"74","T","Talent_Acquisition","People : Talent Acquisition","T","F","2023-03-30 16:50:01.000 +0000","Talent Acquisition","6","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"88","T","People_Rewards_Data_Ops_CCH","People : People Rewards, Data, & Ops","T","F","2023-03-30 16:49:18.000 +0000","People Rewards, Data, & Ops","6","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"42","T",,"People : Talent Acquisition : People: Talent - DEPRECATED","T","F","2023-03-30 16:50:11.000 +0000","People: Talent - DEPRECATED","74","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"75","T",,"People : People Success & Partners : People: Planning, DEI & Internal Communications - DEPRECATED","T","F","2023-03-30 16:49:51.000 +0000","People: Planning, DEI & Internal Communications - DEPRECATED","45","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"103","T",,"Technology Operations : Program Management : Product: Technology Ops - DEPRECATED","T","F","2023-03-30 16:52:15.000 +0000","Product: Technology Ops - DEPRECATED","142","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.219 +0000","39",
"21","T",,"Revenue : US Sales : Comm: Sales - DEPRECATED","T","F","2023-03-30 16:51:29.000 +0000","Comm: Sales - DEPRECATED","97","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","41",
"22","T",,"Revenue : Revenue Ops & Analytics : Comm: Revenue Strat & Analytics - DEPRECATED","T","F","2023-03-30 16:50:52.000 +0000","Comm: Revenue Strat & Analytics - DEPRECATED","71","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"25","T",,"Revenue : US Sales : Comm: Consumer Business - DEPRECATED","T","F","2023-03-30 16:51:19.000 +0000","Comm: Consumer Business - DEPRECATED","97","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"38","T",,"Operations : Ops Excellence - Consumer : Ops: Business & Ops Excellence - DEPRECATED","T","F","2023-03-30 16:48:42.000 +0000","Ops: Business & Ops Excellence - DEPRECATED","312","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"40","T",,"Operations : Ops Excellence - Consumer : Ops: Ops Expansion - DEPRECATED","T","F","2023-03-30 16:48:52.000 +0000","Ops: Ops Expansion - DEPRECATED","312","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"41","T",,"Operations : Ops Excellence - Consumer : Ops: Shared Services - DEPRECATED","T","F","2023-03-30 16:49:02.000 +0000","Ops: Shared Services - DEPRECATED","312","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"43","T",,"People : People Rewards, Data, & Ops : People: People Ops - DEPRECATED","T","F","2023-03-30 16:49:28.000 +0000","People: People Ops - DEPRECATED","88","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"44","T",,"People : People Rewards, Data, & Ops : People: Workplace Experience - DEPRECATED","T","F","2023-03-30 16:49:38.000 +0000","People: Workplace Experience - DEPRECATED","88","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"49","T",,"Risk : Credit, Merch Risk, Fraud : Risk: Strategy - DEPRECATED","T","F","2023-03-30 16:51:52.000 +0000","Risk: Strategy - DEPRECATED","72","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.219 +0000","39",
"50","T",,"Risk : Credit, Merch Risk, Fraud : Risk: Quantitative Markets - DEPRECATED","T","F","2023-03-30 16:51:42.000 +0000","Risk: Quantitative Markets - DEPRECATED","72","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.219 +0000","39",
"108","T",,"Technology Operations : Program Management : Product: Product Operations - DEPRECATED","T","F","2023-03-30 16:52:05.000 +0000","Product: Product Operations - DEPRECATED","142","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.219 +0000","39",
"83","T",,"Revenue : US Sales : Comm: Business Process & Ops - DEPRECATED","T","F","2023-03-30 16:51:09.000 +0000","Comm: Business Process & Ops - DEPRECATED","97","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39",
"93","T","IT_CCH","InfoSec & IT : IT","F","F","2023-03-30 17:40:09.000 +0000","IT","124","1, 27, 28, 29, 38, 51, 58",false,,"2023-03-30 20:48:13.219 +0000","42","4858848"
"112","F","Engineering_CCH","Engineering","F","F","2023-03-30 16:41:35.000 +0000","Engineering",,"1, 27, 28, 29, 45, 46, 47, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","12","4858848"
"113","T","Architecture_CCh","Engineering : Architecture","F","F","2023-03-30 16:41:36.000 +0000","Architecture","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"114","T","Consumer_cch","Engineering : Consumer","F","F","2023-03-30 16:41:40.000 +0000","Consumer","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"117","T","Financial Platforms_CCh","Engineering : Financial Platforms","F","F","2023-03-30 16:42:56.000 +0000","Financial Platforms","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"118","T","Network_Growth_cch","Engineering : Network Growth","F","F","2023-03-30 16:43:22.000 +0000","Network Growth","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"119","T","Servicing_CCh","Engineering : Servicing","F","F","2023-03-30 16:43:38.000 +0000","Servicing","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"120","T","Trust_&_Safety_cch","Engineering : Trust & Safety","F","F","2023-03-30 16:43:40.000 +0000","Trust & Safety","112","1, 27, 28, 29, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"122","F","Growth_Analytics","Growth Analytics","F","F","2023-03-30 16:44:54.000 +0000","Growth Analytics",,"1, 27, 28, 29, 45, 46, 47",false,,"2023-03-30 20:48:13.217 +0000","12","2913745"
"124","F","InfoSec_IT_CCH","InfoSec & IT","F","F","2023-03-30 16:46:16.000 +0000","InfoSec & IT",,"1, 27, 28, 29, 38, 51, 58",false,,"2023-03-30 20:48:13.218 +0000","12","4858848"
"127","T","International__Executive_Support","International : Executive Support - International","F","F","2023-03-30 16:46:24.000 +0000","Executive Support - International","109","1, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"128","T","Butter_cch","International : Butter","F","F","2023-03-30 16:46:19.000 +0000","Butter","109","1, 62",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"131","F","Office_of_the_CEO","Office of the CEO","F","F","2023-03-30 19:23:33.000 +0000","Office of the CEO",,"1, 27, 28, 29, 54",false,,"2023-04-03 19:23:23.443 +0000","12","4112441"
"133","T","Office_of_the_CEO__Executive_Support","Office of the CEO : Executive Support","F","F","2023-04-03 17:29:00.000 +0000","Executive Support","131","1, 27, 28, 29",false,,"2023-04-04 18:48:38.626 +0000","39","4112441"
"212","F","Finance","Finance","F","F","2023-03-30 16:43:43.000 +0000","Finance",,"1, 5, 10, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.217 +0000","12","4112441"
"213","F","Legal","Legal","F","F","2023-03-30 16:46:28.000 +0000","Legal",,"1, 27, 28, 29, 54",false,,"2023-03-30 20:48:13.218 +0000","12","7566407"
"313","T","Fraud_Ops","Operations : Fraud Ops","F","F","2023-03-30 16:48:16.000 +0000","Fraud Ops","1","1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","39","7556962"
"416","T","Legal_Product,_Regulatory_&_Privacy_cch","Legal : Legal Product, Regulatory & Privacy","F","F","2023-03-30 16:47:22.000 +0000","Legal Product, Regulatory & Privacy","213","1, 27, 28, 29, 54",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"109","F","Executive__International","International","F","F","2023-03-30 16:46:19.000 +0000","International",,"1, 27, 28, 29, 51, 54, 62",false,,"2023-03-30 20:48:13.218 +0000","12","7553811"
"98","T","Canada_Sales","International : Canada Sales","F","F","2023-03-30 16:46:22.000 +0000","Canada Sales","109","1, 27, 38",false,,"2023-03-30 20:48:13.218 +0000","41","7553811"
"104","T","US_Marketing","Marketing : US Marketing","F","F","2023-03-30 16:47:57.000 +0000","US Marketing","5","1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","41","7553811"
"99","T","Intl_Growth_Strategy","International : International Growth Strategy","F","F","2023-03-30 16:46:25.000 +0000","International Growth Strategy","109","1, 27, 38",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"1","F","Operations","Operations","F","F","2023-03-30 16:48:13.000 +0000","Operations",,"1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","12","7556962"
"5","F","Marketing_CCH","Marketing","F","F","2023-03-30 16:47:24.000 +0000","Marketing",,"1, 27, 28, 29",false,,"2023-03-30 20:48:13.218 +0000","12","7553811"
"29","T","Capital_CCH","Finance : Capital","T","F","2023-03-30 16:43:54.000 +0000","Capital","212","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.217 +0000","39","4112441"
"30","T","Government_Relations","Legal : Government Relations","T","F","2023-03-30 16:46:55.000 +0000","Government Relations","213","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"32","T","Finance_Partnerships","Finance : Finance Partnerships","T","F","2023-03-30 16:44:16.000 +0000","Finance Partnerships","212","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.217 +0000","39","4112441"
"33","T","Strategic_Finance","Finance : Strategic Finance","F","F","2023-03-30 16:44:51.000 +0000","Strategic Finance","212","1, 5, 10, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.217 +0000","39","4112441"
"34","T","Corporate_Affairs","Legal : Corporate Affairs","T","F","2023-03-30 16:46:42.000 +0000","Corporate Affairs","213","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"35","T","Compliance_CCH","Legal : Compliance","T","F","2023-03-30 16:46:29.000 +0000","Compliance","213","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"36","T","Legal_Platform_Services","Legal : Legal Platform Services","T","F","2023-03-30 16:47:12.000 +0000","Legal Platform Services","213","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"58","T","Infrastructure_Platform","Engineering : Infrastructure Platform","F","F","2023-03-30 16:43:09.000 +0000","Infrastructure Platform","112","1, 27, 28, 29, 38, 51, 54",false,,"2023-03-30 20:48:13.217 +0000","42","4858848"
"67","T","Merchant_Pricing","Finance : Merchant Pricing","F","F","2023-03-30 16:44:49.000 +0000","Merchant Pricing","212","1, 5, 10, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.217 +0000","39","4112441"
"81","T","Enterprise_Risk_Management_CCH","Legal : Enterprise Risk Management","F","F","2023-03-30 16:46:53.000 +0000","Enterprise Risk Management","213","1, 5, 27, 28, 29, 54",false,,"2023-03-30 20:48:13.218 +0000","39","7566407"
"84","T","Information Security_CCh","InfoSec & IT : Information Security","F","F","2023-03-30 16:46:16.000 +0000","Information Security","124","1, 27, 28, 29, 38, 51, 58",false,,"2023-03-30 20:48:13.218 +0000","42","4858848"
"106","T","Canada_Client_Success","International : Canada Client Success","F","F","2023-03-30 16:46:20.000 +0000","Canada Client Success","109","1, 27, 38",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"87","T","Internal_Audit","Finance : Internal Audit","F","F","2023-03-30 16:44:37.000 +0000","Internal Audit","212","1, 5, 10, 27, 28, 29, 38",false,,"2023-03-30 20:48:13.217 +0000","39","4112441"
"90","T","GA_Analytics","Growth Analytics : GA Analytics","F","F","2023-03-30 16:44:54.000 +0000","GA Analytics","122","1, 27, 28, 29, 38, 45, 46, 47",false,,"2023-03-30 20:48:13.217 +0000","39","2913745"
"100","T",,"Marketing : Marketing: Market Insights - DEPRECATED","T","F","2023-03-30 16:47:47.000 +0000","Marketing: Market Insights - DEPRECATED","5","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","7553811"
"12","T",,"No Department","T","F","2023-03-30 16:47:59.000 +0000","No Department",,"1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","39","4858848"
"20","T",,"Marketing : Comm: Marketing - DEPRECATED","T","F","2023-03-30 16:47:25.000 +0000","Comm: Marketing - DEPRECATED","5","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","41","7553811"
"107","T",,"Marketing : International Marketing - DEPRECATED","T","F","2023-03-30 16:47:36.000 +0000","International Marketing - DEPRECATED","5","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.218 +0000","41","7553811"
"80","T",,"Growth Analytics : GA Analytics : Growth Analytics: Market - DEPRECATED","T","F","2023-03-30 16:45:41.000 +0000","Growth Analytics: Market - DEPRECATED","90","1, 2, 3, 4, 5, 8, 10, 14, 16, 17, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 67, 68",false,,"2023-03-30 20:48:13.217 +0000","39","2913745"
