"ID","CUSTRECORD_COUPA_LOCATIONSINCLUDE","EXTERNALID","FULLNAME","INCLUDECHILDREN","ISINACTIVE","LASTMODIFIEDDATE","LATITUDE","LOCATIONTYPE","LONGITUDE","MAINADDRESS","NAME","PARENT","RETURNADDRESS","SUBSIDIARY","TRANPREFIX","_FIVETRAN_DELETED","DATE_DELETED","_FIVETRAN_SYNCED"
"502","F","Michigan","United States of America : Michigan","F","F","2023-04-05 19:15:10.000 +0000",,,,"3281480","Michigan","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"503","F","MIR","United States of America : Michigan : Remote - USA, Michigan","F","F","2023-04-05 19:15:10.000 +0000",,,,"3281481","Remote - USA, Michigan","502",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"504","F","Minnesota","United States of America : Minnesota","F","F","2023-04-05 19:15:10.000 +0000",,,,"3281482","Minnesota","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"505","F","MNR","United States of America : Minnesota : Remote - USA, Minnesota","F","F","2023-04-05 19:15:11.000 +0000",,,,"3281483","Remote - USA, Minnesota","504",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"506","F","Mississippi","United States of America : Mississippi","F","F","2023-04-05 19:15:11.000 +0000",,,,"3281484","Mississippi","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"507","F","MSR","United States of America : Mississippi : Remote - USA, Mississippi","F","F","2023-04-05 19:15:12.000 +0000",,,,"3281485","Remote - USA, Mississippi","506",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"508","F","Missouri","United States of America : Missouri","F","F","2023-04-05 19:15:12.000 +0000",,,,"3281486","Missouri","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"509","F","MOR","United States of America : Missouri : Remote - USA, Missouri","F","F","2023-04-05 19:15:12.000 +0000",,,,"3281487","Remote - USA, Missouri","508",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"510","F","Montana","United States of America : Montana","F","F","2023-04-05 19:15:13.000 +0000",,,,"3281488","Montana","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"511","F","MTR","United States of America : Montana : Remote - USA, Montana","F","F","2023-04-05 19:15:13.000 +0000",,,,"3281489","Remote - USA, Montana","510",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"512","F","Nebraska","United States of America : Nebraska","F","F","2023-04-05 19:15:13.000 +0000",,,,"3281490","Nebraska","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"513","F","NER","United States of America : Nebraska : Remote - USA, Nebraska","F","F","2023-04-05 19:15:14.000 +0000",,,,"3281491","Remote - USA, Nebraska","512",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"514","F","Nevada","United States of America : Nevada","F","F","2023-04-05 19:15:14.000 +0000",,,,"3281492","Nevada","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"515","F","NVR","United States of America : Nevada : Remote - USA, Nevada","F","F","2023-04-05 19:15:16.000 +0000",,,,"3281493","Remote - USA, Nevada","514",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"516","T","LVO","United States of America : Nevada : Office - Las Vegas","F","F","2023-04-05 19:15:14.000 +0000",,,,"3281494","Office - Las Vegas","514",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"517","F","New Hampshire","United States of America : New Hampshire","F","F","2023-04-05 19:15:16.000 +0000",,,,"3281495","New Hampshire","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"518","F","NHR","United States of America : New Hampshire : Remote - USA, New Hampshire","F","F","2023-04-05 19:15:16.000 +0000",,,,"3281496","Remote - USA, New Hampshire","517",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"519","F","New Jersey","United States of America : New Jersey","F","F","2023-04-05 19:15:17.000 +0000",,,,"3281497","New Jersey","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"520","F","NJR","United States of America : New Jersey : Remote - USA, New Jersey","F","F","2023-04-05 19:15:17.000 +0000",,,,"3281498","Remote - USA, New Jersey","519",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"521","F","New Mexico","United States of America : New Mexico","F","F","2023-04-05 19:15:17.000 +0000",,,,"3281499","New Mexico","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"522","F","NMR","United States of America : New Mexico : Remote - USA, New Mexico","F","F","2023-04-05 19:15:18.000 +0000",,,,"3281500","Remote - USA, New Mexico","521",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"523","F","New York","United States of America : New York","F","F","2023-04-05 19:15:18.000 +0000",,,,"3281501","New York","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"524","F","NYR","United States of America : New York : Remote - USA, New York","F","F","2023-04-05 19:15:18.000 +0000",,,,"3281502","Remote - USA, New York","523",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"525","F","North Carolina","United States of America : North Carolina","F","F","2023-04-05 19:15:19.000 +0000",,,,"3281503","North Carolina","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"526","F","NCR","United States of America : North Carolina : Remote - USA, North Carolina","F","F","2023-04-05 19:15:19.000 +0000",,,,"3281504","Remote - USA, North Carolina","525",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"527","F","North Dakota","United States of America : North Dakota","F","F","2023-04-05 19:15:19.000 +0000",,,,"3281505","North Dakota","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"528","F","NDR","United States of America : North Dakota : Remote - USA, North Dakota","F","F","2023-04-05 19:15:20.000 +0000",,,,"3281506","Remote - USA, North Dakota","527",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"529","F","Ohio","United States of America : Ohio","F","F","2023-04-05 19:15:20.000 +0000",,,,"3281507","Ohio","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"530","F","OHR","United States of America : Ohio : Remote - USA, Ohio","F","F","2023-04-05 19:15:20.000 +0000",,,,"3281508","Remote - USA, Ohio","529",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"531","F","Oklahoma","United States of America : Oklahoma","F","F","2023-04-05 19:15:21.000 +0000",,,,"3281509","Oklahoma","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"532","F","OKR","United States of America : Oklahoma : Remote - USA, Oklahoma","F","F","2023-04-05 19:15:21.000 +0000",,,,"3281510","Remote - USA, Oklahoma","531",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"533","F","Oregon","United States of America : Oregon","F","F","2023-04-05 19:15:21.000 +0000",,,,"3281511","Oregon","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"534","F","ORR","United States of America : Oregon : Remote - USA, Oregon","F","F","2023-04-05 19:15:22.000 +0000",,,,"3281512","Remote - USA, Oregon","533",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"535","F","Pennsylvania","United States of America : Pennsylvania","F","F","2023-04-05 19:15:22.000 +0000",,,,"3281513","Pennsylvania","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"536","F","PAR","United States of America : Pennsylvania : Remote - USA, Pennsylvania","F","F","2023-04-05 19:15:24.000 +0000",,,,"3281514","Remote - USA, Pennsylvania","535",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"537","F","Rhode Island","United States of America : Rhode Island","F","F","2023-04-05 19:15:25.000 +0000",,,,"3281515","Rhode Island","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"538","F","RIE","United States of America : Rhode Island : Remote - USA, Rhode Island","F","F","2023-04-05 19:15:25.000 +0000",,,,"3281516","Remote - USA, Rhode Island","537",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"539","F","South Carolina","United States of America : South Carolina","F","F","2023-04-05 19:15:25.000 +0000",,,,"3281517","South Carolina","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.893 +0000"
"540","F","SCR","United States of America : South Carolina : Remote - USA, South Carolina","F","F","2023-04-05 19:15:26.000 +0000",,,,"3281518","Remote - USA, South Carolina","539",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.894 +0000"
"541","F","South Dakota","United States of America : South Dakota","F","F","2023-04-05 19:15:26.000 +0000",,,,"3281519","South Dakota","455",,"1, 2, 28, 29",,false,,"2023-04-06 11:49:38.894 +0000"
